Sexo;Sección;Edad (grupos quinquenales);Total
Ambos Sexos;4600601007;35-39;51
Ambos Sexos;4600601007;40-44;82
Ambos Sexos;4600601007;45-49;84
Ambos Sexos;4600601007;50-54;98
Ambos Sexos;4600601007;55-59;92
Ambos Sexos;4600601007;60-64;83
Ambos Sexos;4600601007;65-69;48
Ambos Sexos;4600601007;70-74;29
Ambos Sexos;4600601007;75-79;36
Ambos Sexos;4600601007;80-84;19
Ambos Sexos;4600601007;85-89;7
Ambos Sexos;4600601007;90-94;1
Ambos Sexos;4600601007;95-99;2
Ambos Sexos;4600601007;100 y más;0
Ambos Sexos;4600701001;Total;1.716
Ambos Sexos;4600701001;0-4;73
Ambos Sexos;4600701001;5-9;122
Ambos Sexos;4600701001;10-14;123
Ambos Sexos;4600701001;15-19;91
Ambos Sexos;4600701001;20-24;77
Ambos Sexos;4600701001;25-29;71
Ambos Sexos;4600701001;30-34;71
Ambos Sexos;4600701001;35-39;135
Ambos Sexos;4600701001;40-44;219
Ambos Sexos;4600701001;45-49;196
Ambos Sexos;4600701001;50-54;120
Ambos Sexos;4600701001;55-59;123
Ambos Sexos;4600701001;60-64;85
Ambos Sexos;4600701001;65-69;63
Ambos Sexos;4600701001;70-74;55
Ambos Sexos;4600701001;75-79;36
Ambos Sexos;4600701001;80-84;30
Ambos Sexos;4600701001;85-89;17
Ambos Sexos;4600701001;90-94;7
Ambos Sexos;4600701001;95-99;2
Ambos Sexos;4600701001;100 y más;0
Ambos Sexos;4600701002;Total;1.202
Ambos Sexos;4600701002;0-4;44
Ambos Sexos;4600701002;5-9;53
Ambos Sexos;4600701002;10-14;56
Ambos Sexos;4600701002;15-19;74
Ambos Sexos;4600701002;20-24;76
Ambos Sexos;4600701002;25-29;63
Ambos Sexos;4600701002;30-34;79
Ambos Sexos;4600701002;35-39;81
Ambos Sexos;4600701002;40-44;106
Ambos Sexos;4600701002;45-49;103
Ambos Sexos;4600701002;50-54;99
Ambos Sexos;4600701002;55-59;100
Ambos Sexos;4600701002;60-64;89
Ambos Sexos;4600701002;65-69;48
Ambos Sexos;4600701002;70-74;48
Ambos Sexos;4600701002;75-79;32
Ambos Sexos;4600701002;80-84;30
Ambos Sexos;4600701002;85-89;17
Ambos Sexos;4600701002;90-94;3
Ambos Sexos;4600701002;95-99;1
Ambos Sexos;4600701002;100 y más;0
Ambos Sexos;4600701003;Total;945
Ambos Sexos;4600701003;0-4;28
Ambos Sexos;4600701003;5-9;39
Ambos Sexos;4600701003;10-14;55
Ambos Sexos;4600701003;15-19;58
Ambos Sexos;4600701003;20-24;60
Ambos Sexos;4600701003;25-29;39
Ambos Sexos;4600701003;30-34;59
Ambos Sexos;4600701003;35-39;47
Ambos Sexos;4600701003;40-44;78
Ambos Sexos;4600701003;45-49;96
Ambos Sexos;4600701003;50-54;80
Ambos Sexos;4600701003;55-59;71
Ambos Sexos;4600701003;60-64;44
Ambos Sexos;4600701003;65-69;49
Ambos Sexos;4600701003;70-74;44
Ambos Sexos;4600701003;75-79;38
Ambos Sexos;4600701003;80-84;30
Ambos Sexos;4600701003;85-89;23
Ambos Sexos;4600701003;90-94;6
Ambos Sexos;4600701003;95-99;1
Ambos Sexos;4600701003;100 y más;0
Ambos Sexos;4600701004;Total;919
Ambos Sexos;4600701004;0-4;25
Ambos Sexos;4600701004;5-9;39
Ambos Sexos;4600701004;10-14;63
Ambos Sexos;4600701004;15-19;63
Ambos Sexos;4600701004;20-24;38
Ambos Sexos;4600701004;25-29;34
Ambos Sexos;4600701004;30-34;42
Ambos Sexos;4600701004;35-39;53
Ambos Sexos;4600701004;40-44;68
Ambos Sexos;4600701004;45-49;101
Ambos Sexos;4600701004;50-54;82
Ambos Sexos;4600701004;55-59;59
Ambos Sexos;4600701004;60-64;54
Ambos Sexos;4600701004;65-69;45
Ambos Sexos;4600701004;70-74;47
Ambos Sexos;4600701004;75-79;34
Ambos Sexos;4600701004;80-84;29
Ambos Sexos;4600701004;85-89;29
Ambos Sexos;4600701004;90-94;12
Ambos Sexos;4600701004;95-99;1
Ambos Sexos;4600701004;100 y más;1
Ambos Sexos;4600701005;Total;1.434
Ambos Sexos;4600701005;0-4;73
Ambos Sexos;4600701005;5-9;88
Ambos Sexos;4600701005;10-14;112
Ambos Sexos;4600701005;15-19;88
Ambos Sexos;4600701005;20-24;68
Ambos Sexos;4600701005;25-29;63
Ambos Sexos;4600701005;30-34;68
Ambos Sexos;4600701005;35-39;122
Ambos Sexos;4600701005;40-44;169
Ambos Sexos;4600701005;45-49;155
Ambos Sexos;4600701005;50-54;148
Ambos Sexos;4600701005;55-59;96
Ambos Sexos;4600701005;60-64;67
Ambos Sexos;4600701005;65-69;31
Ambos Sexos;4600701005;70-74;25
Ambos Sexos;4600701005;75-79;28
Ambos Sexos;4600701005;80-84;14
Ambos Sexos;4600701005;85-89;16
Ambos Sexos;4600701005;90-94;2
Ambos Sexos;4600701005;95-99;1
Ambos Sexos;4600701005;100 y más;0
Ambos Sexos;4600701006;Total;1.006
Ambos Sexos;4600701006;0-4;29
Ambos Sexos;4600701006;5-9;41
Ambos Sexos;4600701006;10-14;70
Ambos Sexos;4600701006;15-19;93
Ambos Sexos;4600701006;20-24;63
Ambos Sexos;4600701006;25-29;48
Ambos Sexos;4600701006;30-34;50
Ambos Sexos;4600701006;35-39;38
Ambos Sexos;4600701006;40-44;72
Ambos Sexos;4600701006;45-49;100
Ambos Sexos;4600701006;50-54;140
Ambos Sexos;4600701006;55-59;92
Ambos Sexos;4600701006;60-64;50
Ambos Sexos;4600701006;65-69;36
Ambos Sexos;4600701006;70-74;30
Ambos Sexos;4600701006;75-79;26
Ambos Sexos;4600701006;80-84;11
Ambos Sexos;4600701006;85-89;12
Ambos Sexos;4600701006;90-94;4
Ambos Sexos;4600701006;95-99;1
Ambos Sexos;4600701006;100 y más;0
Ambos Sexos;4600701007;Total;964
Ambos Sexos;4600701007;0-4;30
Ambos Sexos;4600701007;5-9;59
Ambos Sexos;4600701007;10-14;94
Ambos Sexos;4600701007;15-19;82
Ambos Sexos;4600701007;20-24;56
Ambos Sexos;4600701007;25-29;26
Ambos Sexos;4600701007;30-34;38
Ambos Sexos;4600701007;35-39;55
Ambos Sexos;4600701007;40-44;129
Ambos Sexos;4600701007;45-49;126
Ambos Sexos;4600701007;50-54;102
Ambos Sexos;4600701007;55-59;43
Ambos Sexos;4600701007;60-64;32
Ambos Sexos;4600701007;65-69;35
Ambos Sexos;4600701007;70-74;21
Ambos Sexos;4600701007;75-79;16
Ambos Sexos;4600701007;80-84;12
Ambos Sexos;4600701007;85-89;4
Ambos Sexos;4600701007;90-94;3
Ambos Sexos;4600701007;95-99;1
Ambos Sexos;4600701007;100 y más;0
Ambos Sexos;4600702001;Total;1.535
Ambos Sexos;4600702001;0-4;45
Ambos Sexos;4600702001;5-9;57
Ambos Sexos;4600702001;10-14;70
Ambos Sexos;4600702001;15-19;82
Ambos Sexos;4600702001;20-24;86
Ambos Sexos;4600702001;25-29;88
Ambos Sexos;4600702001;30-34;101
Ambos Sexos;4600702001;35-39;79
Ambos Sexos;4600702001;40-44;116
Ambos Sexos;4600702001;45-49;109
Ambos Sexos;4600702001;50-54;125
Ambos Sexos;4600702001;55-59;136
Ambos Sexos;4600702001;60-64;123
Ambos Sexos;4600702001;65-69;93
Ambos Sexos;4600702001;70-74;78
Ambos Sexos;4600702001;75-79;61
Ambos Sexos;4600702001;80-84;45
Ambos Sexos;4600702001;85-89;23
Ambos Sexos;4600702001;90-94;15
Ambos Sexos;4600702001;95-99;3
Ambos Sexos;4600702001;100 y más;0
Ambos Sexos;4600702002;Total;1.107
Ambos Sexos;4600702002;0-4;45
Ambos Sexos;4600702002;5-9;54
Ambos Sexos;4600702002;10-14;55
Ambos Sexos;4600702002;15-19;59
Ambos Sexos;4600702002;20-24;55
Ambos Sexos;4600702002;25-29;55
Ambos Sexos;4600702002;30-34;63
Ambos Sexos;4600702002;35-39;83
Ambos Sexos;4600702002;40-44;88
Ambos Sexos;4600702002;45-49;90
Ambos Sexos;4600702002;50-54;86
Ambos Sexos;4600702002;55-59;82
Ambos Sexos;4600702002;60-64;96
Ambos Sexos;4600702002;65-69;47
Ambos Sexos;4600702002;70-74;42
Ambos Sexos;4600702002;75-79;48
Ambos Sexos;4600702002;80-84;28
Ambos Sexos;4600702002;85-89;23
Ambos Sexos;4600702002;90-94;8
Ambos Sexos;4600702002;95-99;0
Ambos Sexos;4600702002;100 y más;0
Ambos Sexos;4600702003;Total;1.303
Ambos Sexos;4600702003;0-4;51
Ambos Sexos;4600702003;5-9;67
Ambos Sexos;4600702003;10-14;61
Ambos Sexos;4600702003;15-19;68
Ambos Sexos;4600702003;20-24;86
Ambos Sexos;4600702003;25-29;90
Ambos Sexos;4600702003;30-34;90
Ambos Sexos;4600702003;35-39;101
Ambos Sexos;4600702003;40-44;97
Ambos Sexos;4600702003;45-49;109
Ambos Sexos;4600702003;50-54;111
Ambos Sexos;4600702003;55-59;117
Ambos Sexos;4600702003;60-64;88
Ambos Sexos;4600702003;65-69;58
Ambos Sexos;4600702003;70-74;39
Ambos Sexos;4600702003;75-79;20
Ambos Sexos;4600702003;80-84;31
Ambos Sexos;4600702003;85-89;13
Ambos Sexos;4600702003;90-94;4
Ambos Sexos;4600702003;95-99;2
Ambos Sexos;4600702003;100 y más;0
Ambos Sexos;4600702004;Total;1.565
Ambos Sexos;4600702004;0-4;55
Ambos Sexos;4600702004;5-9;98
Ambos Sexos;4600702004;10-14;139
Ambos Sexos;4600702004;15-19;119
Ambos Sexos;4600702004;20-24;76
Ambos Sexos;4600702004;25-29;62
Ambos Sexos;4600702004;30-34;73
Ambos Sexos;4600702004;35-39;112
Ambos Sexos;4600702004;40-44;156
Ambos Sexos;4600702004;45-49;206
Ambos Sexos;4600702004;50-54;126
Ambos Sexos;4600702004;55-59;105
Ambos Sexos;4600702004;60-64;81
Ambos Sexos;4600702004;65-69;61
Ambos Sexos;4600702004;70-74;43
Ambos Sexos;4600702004;75-79;24
Ambos Sexos;4600702004;80-84;16
Ambos Sexos;4600702004;85-89;7
Ambos Sexos;4600702004;90-94;6
Ambos Sexos;4600702004;95-99;0
Ambos Sexos;4600702004;100 y más;0
Ambos Sexos;4600702005;Total;838
Ambos Sexos;4600702005;0-4;31
Ambos Sexos;4600702005;5-9;43
Ambos Sexos;4600702005;10-14;49
Ambos Sexos;4600702005;15-19;52
Ambos Sexos;4600702005;20-24;49
Ambos Sexos;4600702005;25-29;58
Ambos Sexos;4600702005;30-34;55
Ambos Sexos;4600702005;35-39;52
Ambos Sexos;4600702005;40-44;56
Ambos Sexos;4600702005;45-49;76
Ambos Sexos;4600702005;50-54;92
Ambos Sexos;4600702005;55-59;56
Ambos Sexos;4600702005;60-64;53
Ambos Sexos;4600702005;65-69;34
Ambos Sexos;4600702005;70-74;24
Ambos Sexos;4600702005;75-79;22
Ambos Sexos;4600702005;80-84;14
Ambos Sexos;4600702005;85-89;12
Ambos Sexos;4600702005;90-94;8
Ambos Sexos;4600702005;95-99;2
Ambos Sexos;4600702005;100 y más;0
Ambos Sexos;4600703001;Total;1.308
Ambos Sexos;4600703001;0-4;78
Ambos Sexos;4600703001;5-9;110
Ambos Sexos;4600703001;10-14;94
Ambos Sexos;4600703001;15-19;85
Ambos Sexos;4600703001;20-24;48
Ambos Sexos;4600703001;25-29;49
Ambos Sexos;4600703001;30-34;78
Ambos Sexos;4600703001;35-39;170
Ambos Sexos;4600703001;40-44;149
Ambos Sexos;4600703001;45-49;187
Ambos Sexos;4600703001;50-54;104
Ambos Sexos;4600703001;55-59;59
Ambos Sexos;4600703001;60-64;37
Ambos Sexos;4600703001;65-69;22
Ambos Sexos;4600703001;70-74;23
Ambos Sexos;4600703001;75-79;8
Ambos Sexos;4600703001;80-84;1
Ambos Sexos;4600703001;85-89;5
Ambos Sexos;4600703001;90-94;0
Ambos Sexos;4600703001;95-99;1
Ambos Sexos;4600703001;100 y más;0
Ambos Sexos;4600704001;Total;1.003
Ambos Sexos;4600704001;0-4;44
Ambos Sexos;4600704001;5-9;44
Ambos Sexos;4600704001;10-14;69
Ambos Sexos;4600704001;15-19;79
Ambos Sexos;4600704001;20-24;53
Ambos Sexos;4600704001;25-29;48
Ambos Sexos;4600704001;30-34;36
Ambos Sexos;4600704001;35-39;66
Ambos Sexos;4600704001;40-44;104
Ambos Sexos;4600704001;45-49;130
Ambos Sexos;4600704001;50-54;104
Ambos Sexos;4600704001;55-59;55
Ambos Sexos;4600704001;60-64;45
Ambos Sexos;4600704001;65-69;47
Ambos Sexos;4600704001;70-74;33
Ambos Sexos;4600704001;75-79;20
Ambos Sexos;4600704001;80-84;14
Ambos Sexos;4600704001;85-89;8
Ambos Sexos;4600704001;90-94;4
Ambos Sexos;4600704001;95-99;0
Ambos Sexos;4600704001;100 y más;0
Ambos Sexos;4600801001;Total;1.905
Ambos Sexos;4600801001;0-4;87
Ambos Sexos;4600801001;5-9;97
Ambos Sexos;4600801001;10-14;116
Ambos Sexos;4600801001;15-19;92
Ambos Sexos;4600801001;20-24;79
Ambos Sexos;4600801001;25-29;88
Ambos Sexos;4600801001;30-34;111
Ambos Sexos;4600801001;35-39;142
Ambos Sexos;4600801001;40-44;159
Ambos Sexos;4600801001;45-49;190
Ambos Sexos;4600801001;50-54;146
Ambos Sexos;4600801001;55-59;166
Ambos Sexos;4600801001;60-64;114
Ambos Sexos;4600801001;65-69;94
Ambos Sexos;4600801001;70-74;76
Ambos Sexos;4600801001;75-79;72
Ambos Sexos;4600801001;80-84;40
Ambos Sexos;4600801001;85-89;24
Ambos Sexos;4600801001;90-94;10
Ambos Sexos;4600801001;95-99;2
Ambos Sexos;4600801001;100 y más;0
Ambos Sexos;4600801002;Total;1.539
Ambos Sexos;4600801002;0-4;56
Ambos Sexos;4600801002;5-9;61
Ambos Sexos;4600801002;10-14;64
Ambos Sexos;4600801002;15-19;67
Ambos Sexos;4600801002;20-24;81
Ambos Sexos;4600801002;25-29;77
Ambos Sexos;4600801002;30-34;85
Ambos Sexos;4600801002;35-39;92
Ambos Sexos;4600801002;40-44;113
Ambos Sexos;4600801002;45-49;131
Ambos Sexos;4600801002;50-54;110
Ambos Sexos;4600801002;55-59;129
Ambos Sexos;4600801002;60-64;107
Ambos Sexos;4600801002;65-69;87
Ambos Sexos;4600801002;70-74;89
Ambos Sexos;4600801002;75-79;64
Ambos Sexos;4600801002;80-84;64
Ambos Sexos;4600801002;85-89;43
Ambos Sexos;4600801002;90-94;17
Ambos Sexos;4600801002;95-99;2
Ambos Sexos;4600801002;100 y más;0
Ambos Sexos;4600901001;Total;923
Ambos Sexos;4600901001;0-4;29
Ambos Sexos;4600901001;5-9;46
Ambos Sexos;4600901001;10-14;45
Ambos Sexos;4600901001;15-19;52
Ambos Sexos;4600901001;20-24;43
Ambos Sexos;4600901001;25-29;51
Ambos Sexos;4600901001;30-34;40
Ambos Sexos;4600901001;35-39;60
Ambos Sexos;4600901001;40-44;86
Ambos Sexos;4600901001;45-49;65
Ambos Sexos;4600901001;50-54;71
Ambos Sexos;4600901001;55-59;63
Ambos Sexos;4600901001;60-64;60
Ambos Sexos;4600901001;65-69;49
Ambos Sexos;4600901001;70-74;46
Ambos Sexos;4600901001;75-79;57
Ambos Sexos;4600901001;80-84;26
Ambos Sexos;4600901001;85-89;24
Ambos Sexos;4600901001;90-94;9
Ambos Sexos;4600901001;95-99;1
Ambos Sexos;4600901001;100 y más;0
Ambos Sexos;4600901002;Total;1.127
Ambos Sexos;4600901002;0-4;36
Ambos Sexos;4600901002;5-9;58
Ambos Sexos;4600901002;10-14;57
Ambos Sexos;4600901002;15-19;51
Ambos Sexos;4600901002;20-24;59
Ambos Sexos;4600901002;25-29;57
Ambos Sexos;4600901002;30-34;59
Ambos Sexos;4600901002;35-39;60
Ambos Sexos;4600901002;40-44;103
Ambos Sexos;4600901002;45-49;78
Ambos Sexos;4600901002;50-54;86
Ambos Sexos;4600901002;55-59;90
Ambos Sexos;4600901002;60-64;86
Ambos Sexos;4600901002;65-69;75
Ambos Sexos;4600901002;70-74;47
Ambos Sexos;4600901002;75-79;44
Ambos Sexos;4600901002;80-84;37
Ambos Sexos;4600901002;85-89;25
Ambos Sexos;4600901002;90-94;17
Ambos Sexos;4600901002;95-99;2
Ambos Sexos;4600901002;100 y más;0
Ambos Sexos;4600901003;Total;2.034
Ambos Sexos;4600901003;0-4;88
Ambos Sexos;4600901003;5-9;122
Ambos Sexos;4600901003;10-14;124
Ambos Sexos;4600901003;15-19;78
Ambos Sexos;4600901003;20-24;85
Ambos Sexos;4600901003;25-29;101
Ambos Sexos;4600901003;30-34;115
Ambos Sexos;4600901003;35-39;142
Ambos Sexos;4600901003;40-44;210
Ambos Sexos;4600901003;45-49;190
Ambos Sexos;4600901003;50-54;152
Ambos Sexos;4600901003;55-59;136
Ambos Sexos;4600901003;60-64;129
Ambos Sexos;4600901003;65-69;120
Ambos Sexos;4600901003;70-74;91
Ambos Sexos;4600901003;75-79;70
Ambos Sexos;4600901003;80-84;25
Ambos Sexos;4600901003;85-89;37
Ambos Sexos;4600901003;90-94;13
Ambos Sexos;4600901003;95-99;4
Ambos Sexos;4600901003;100 y más;2
Ambos Sexos;4601001001;Total;1.368
Ambos Sexos;4601001001;0-4;47
Ambos Sexos;4601001001;5-9;68
Ambos Sexos;4601001001;10-14;82
Ambos Sexos;4601001001;15-19;55
Ambos Sexos;4601001001;20-24;56
Ambos Sexos;4601001001;25-29;48
Ambos Sexos;4601001001;30-34;71
Ambos Sexos;4601001001;35-39;92
Ambos Sexos;4601001001;40-44;122
Ambos Sexos;4601001001;45-49;136
Ambos Sexos;4601001001;50-54;147
Ambos Sexos;4601001001;55-59;95
Ambos Sexos;4601001001;60-64;121
Ambos Sexos;4601001001;65-69;74
Ambos Sexos;4601001001;70-74;48
Ambos Sexos;4601001001;75-79;46
Ambos Sexos;4601001001;80-84;31
Ambos Sexos;4601001001;85-89;19
Ambos Sexos;4601001001;90-94;7
Ambos Sexos;4601001001;95-99;3
Ambos Sexos;4601001001;100 y más;0
Ambos Sexos;4601101001;Total;675
Ambos Sexos;4601101001;0-4;23
Ambos Sexos;4601101001;5-9;22
Ambos Sexos;4601101001;10-14;34
Ambos Sexos;4601101001;15-19;29
Ambos Sexos;4601101001;20-24;43
Ambos Sexos;4601101001;25-29;45
Ambos Sexos;4601101001;30-34;35
Ambos Sexos;4601101001;35-39;28
Ambos Sexos;4601101001;40-44;37
Ambos Sexos;4601101001;45-49;42
Ambos Sexos;4601101001;50-54;59
Ambos Sexos;4601101001;55-59;60
Ambos Sexos;4601101001;60-64;37
Ambos Sexos;4601101001;65-69;39
Ambos Sexos;4601101001;70-74;41
Ambos Sexos;4601101001;75-79;36
Ambos Sexos;4601101001;80-84;27
Ambos Sexos;4601101001;85-89;22
Ambos Sexos;4601101001;90-94;13
Ambos Sexos;4601101001;95-99;3
Ambos Sexos;4601101001;100 y más;0
Ambos Sexos;4601101002;Total;970
Ambos Sexos;4601101002;0-4;59
Ambos Sexos;4601101002;5-9;50
Ambos Sexos;4601101002;10-14;59
Ambos Sexos;4601101002;15-19;58
Ambos Sexos;4601101002;20-24;66
Ambos Sexos;4601101002;25-29;52
Ambos Sexos;4601101002;30-34;45
Ambos Sexos;4601101002;35-39;45
Ambos Sexos;4601101002;40-44;69
Ambos Sexos;4601101002;45-49;67
Ambos Sexos;4601101002;50-54;87
Ambos Sexos;4601101002;55-59;69
Ambos Sexos;4601101002;60-64;44
Ambos Sexos;4601101002;65-69;48
Ambos Sexos;4601101002;70-74;38
Ambos Sexos;4601101002;75-79;52
Ambos Sexos;4601101002;80-84;33
Ambos Sexos;4601101002;85-89;17
Ambos Sexos;4601101002;90-94;10
Ambos Sexos;4601101002;95-99;2
Ambos Sexos;4601101002;100 y más;0
Ambos Sexos;4601101003;Total;1.536
Ambos Sexos;4601101003;0-4;46
Ambos Sexos;4601101003;5-9;65
Ambos Sexos;4601101003;10-14;85
Ambos Sexos;4601101003;15-19;83
Ambos Sexos;4601101003;20-24;84
Ambos Sexos;4601101003;25-29;87
Ambos Sexos;4601101003;30-34;76
Ambos Sexos;4601101003;35-39;95
Ambos Sexos;4601101003;40-44;100
Ambos Sexos;4601101003;45-49;140
Ambos Sexos;4601101003;50-54;123
Ambos Sexos;4601101003;55-59;127
Ambos Sexos;4601101003;60-64;109
Ambos Sexos;4601101003;65-69;85
Ambos Sexos;4601101003;70-74;59
Ambos Sexos;4601101003;75-79;62
Ambos Sexos;4601101003;80-84;57
Ambos Sexos;4601101003;85-89;35
Ambos Sexos;4601101003;90-94;16
Ambos Sexos;4601101003;95-99;2
Ambos Sexos;4601101003;100 y más;0
Ambos Sexos;4601101004;Total;1.233
Ambos Sexos;4601101004;0-4;54
Ambos Sexos;4601101004;5-9;62
Ambos Sexos;4601101004;10-14;54
Ambos Sexos;4601101004;15-19;76
Ambos Sexos;4601101004;20-24;66
Ambos Sexos;4601101004;25-29;57
Ambos Sexos;4601101004;30-34;70
Ambos Sexos;4601101004;35-39;79
Ambos Sexos;4601101004;40-44;94
Ambos Sexos;4601101004;45-49;108
Ambos Sexos;4601101004;50-54;89
Ambos Sexos;4601101004;55-59;73
Ambos Sexos;4601101004;60-64;62
Ambos Sexos;4601101004;65-69;81
Ambos Sexos;4601101004;70-74;74
Ambos Sexos;4601101004;75-79;53
Ambos Sexos;4601101004;80-84;39
Ambos Sexos;4601101004;85-89;32
Ambos Sexos;4601101004;90-94;7
Ambos Sexos;4601101004;95-99;3
Ambos Sexos;4601101004;100 y más;0
Ambos Sexos;4601101005;Total;1.625
Ambos Sexos;4601101005;0-4;91
Ambos Sexos;4601101005;5-9;96
Ambos Sexos;4601101005;10-14;102
Ambos Sexos;4601101005;15-19;79
Ambos Sexos;4601101005;20-24;64
Ambos Sexos;4601101005;25-29;97
Ambos Sexos;4601101005;30-34;96
Ambos Sexos;4601101005;35-39;119
Ambos Sexos;4601101005;40-44;134
Ambos Sexos;4601101005;45-49;110
Ambos Sexos;4601101005;50-54;108
Ambos Sexos;4601101005;55-59;102
Ambos Sexos;4601101005;60-64;109
Ambos Sexos;4601101005;65-69;77
Ambos Sexos;4601101005;70-74;72
Ambos Sexos;4601101005;75-79;51
Ambos Sexos;4601101005;80-84;64
Ambos Sexos;4601101005;85-89;38
Ambos Sexos;4601101005;90-94;12
Ambos Sexos;4601101005;95-99;4
Ambos Sexos;4601101005;100 y más;0
Ambos Sexos;4601101006;Total;2.710
Ambos Sexos;4601101006;0-4;116
Ambos Sexos;4601101006;5-9;176
Ambos Sexos;4601101006;10-14;157
Ambos Sexos;4601101006;15-19;106
Ambos Sexos;4601101006;20-24;112
Ambos Sexos;4601101006;25-29;147
Ambos Sexos;4601101006;30-34;180
Ambos Sexos;4601101006;35-39;199
Ambos Sexos;4601101006;40-44;235
Ambos Sexos;4601101006;45-49;235
Ambos Sexos;4601101006;50-54;187
Ambos Sexos;4601101006;55-59;212
Ambos Sexos;4601101006;60-64;199
Ambos Sexos;4601101006;65-69;169
Ambos Sexos;4601101006;70-74;95
Ambos Sexos;4601101006;75-79;92
Ambos Sexos;4601101006;80-84;47
Ambos Sexos;4601101006;85-89;27
Ambos Sexos;4601101006;90-94;16
Ambos Sexos;4601101006;95-99;3
Ambos Sexos;4601101006;100 y más;0
Ambos Sexos;4601101007;Total;1.961
Ambos Sexos;4601101007;0-4;105
Ambos Sexos;4601101007;5-9;121
Ambos Sexos;4601101007;10-14;132
Ambos Sexos;4601101007;15-19;137
Ambos Sexos;4601101007;20-24;114
Ambos Sexos;4601101007;25-29;91
Ambos Sexos;4601101007;30-34;124
Ambos Sexos;4601101007;35-39;132
Ambos Sexos;4601101007;40-44;160
Ambos Sexos;4601101007;45-49;196
Ambos Sexos;4601101007;50-54;170
Ambos Sexos;4601101007;55-59;144
Ambos Sexos;4601101007;60-64;96
Ambos Sexos;4601101007;65-69;51
Ambos Sexos;4601101007;70-74;63
Ambos Sexos;4601101007;75-79;44
Ambos Sexos;4601101007;80-84;43
Ambos Sexos;4601101007;85-89;23
Ambos Sexos;4601101007;90-94;13
Ambos Sexos;4601101007;95-99;2
Ambos Sexos;4601101007;100 y más;0
Ambos Sexos;4601201001;Total;1.328
Ambos Sexos;4601201001;0-4;46
Ambos Sexos;4601201001;5-9;50
Ambos Sexos;4601201001;10-14;65
Ambos Sexos;4601201001;15-19;69
Ambos Sexos;4601201001;20-24;67
Ambos Sexos;4601201001;25-29;67
Ambos Sexos;4601201001;30-34;78
Ambos Sexos;4601201001;35-39;83
Ambos Sexos;4601201001;40-44;94
Ambos Sexos;4601201001;45-49;118
Ambos Sexos;4601201001;50-54;124
Ambos Sexos;4601201001;55-59;110
Ambos Sexos;4601201001;60-64;89
Ambos Sexos;4601201001;65-69;56
Ambos Sexos;4601201001;70-74;53
Ambos Sexos;4601201001;75-79;45
Ambos Sexos;4601201001;80-84;49
Ambos Sexos;4601201001;85-89;41
Ambos Sexos;4601201001;90-94;17
Ambos Sexos;4601201001;95-99;7
Ambos Sexos;4601201001;100 y más;0
Ambos Sexos;4601301001;Total;1.413
Ambos Sexos;4601301001;0-4;45
Ambos Sexos;4601301001;5-9;62
Ambos Sexos;4601301001;10-14;88
Ambos Sexos;4601301001;15-19;82
Ambos Sexos;4601301001;20-24;73
Ambos Sexos;4601301001;25-29;41
Ambos Sexos;4601301001;30-34;66
Ambos Sexos;4601301001;35-39;94
Ambos Sexos;4601301001;40-44;108
Ambos Sexos;4601301001;45-49;144
Ambos Sexos;4601301001;50-54;135
Ambos Sexos;4601301001;55-59;93
Ambos Sexos;4601301001;60-64;96
Ambos Sexos;4601301001;65-69;70
Ambos Sexos;4601301001;70-74;75
Ambos Sexos;4601301001;75-79;60
Ambos Sexos;4601301001;80-84;35
Ambos Sexos;4601301001;85-89;27
Ambos Sexos;4601301001;90-94;14
Ambos Sexos;4601301001;95-99;5
Ambos Sexos;4601301001;100 y más;0
Ambos Sexos;4601301002;Total;1.174
Ambos Sexos;4601301002;0-4;29
Ambos Sexos;4601301002;5-9;70
Ambos Sexos;4601301002;10-14;57
Ambos Sexos;4601301002;15-19;52
Ambos Sexos;4601301002;20-24;71
Ambos Sexos;4601301002;25-29;60
Ambos Sexos;4601301002;30-34;66
Ambos Sexos;4601301002;35-39;61
Ambos Sexos;4601301002;40-44;99
Ambos Sexos;4601301002;45-49;83
Ambos Sexos;4601301002;50-54;101
